F00022+1231 Pks 0002+12   00 02 16.26 +12 31 58.0 G        18.7        < 0.06  0.86 > 1.16 M
F13513+4031 NGC 5353/4    13 51 19.8  +40 31 47.  S0+S0    11.8   44.5 < 1.45  0.26 > 1.52 M
F13514+6556               13 51 27.23 +65 55 57.5 G        18.0        < 0.76  0.53   1.07 M
F13535+4042 NGC 5371      13 53 34.2  +40 42 23.  SBb      11.5   52.3   2.63  0.59   1.90 S
F13536+0529 NGC 5363      13 53 36.3  +05 29 58.  ...      10.9   20.5   1.42  0.19   2.49 M
F13536+1836 UGC 08850     13 53 39.9  +18 36 57.  ...  Pec 14.8  302.2   1.36  1.00   0.37 M
F13564+3741 NGC 5394/5    13 56 25.2  +37 41 51.  S... +Sb 13.7   68.9   2.59  0.85   2.10 S
F13591+5934 NGC 5430      13 59 08.3  +59 34 10.  SBb      12.7   60.3   2.81  0.57   1.98 S
F14003+2846               14 00 21.30 +28 46 31.9 G        17.0          1.32         1.38 M
F14012+5434 NGC 5457      14 01 26.6  +54 35 25.  Sc        8.7    7.6   2.98  0.70   2.30 S
F14047+2841 OQ 208        14 04 45.64 +28 41 29.8 BL Lac   14.0  436.9  -0.43 -1.01   0.69 M
F14105+3932 NGC 5515      14 10 33.9  +39 32 33.  Sa-b     13.7  152.7   2.22         2.39 (M)
F14106-0258 NGC 5506      14 10 39.1  -02 58 26.  Sa pec   12.8   35.8   1.77  0.52   0.96 M
F14111+0753 NGC 5514                              Dbl Sys  14.5  145.1   1.59  0.82   1.96 M
F14165+0642 3C 298        14 16 38.8  +06 42 21.  Q        16.8 4311.5 <-0.55  1.05 > 0.02 M
F14180+5437 OQ 530        14 18 06.13 +54 36 57.6 BL Lac   16.2 1210.6 <-0.71  0.00   1.04 M
F14263+2737 NGC 5635      14 26 18.9  +27 37 55.  S...     13.9   90.4   0.77 -0.37 > 1.38 M
F14271+1048 UGC 09309     14 27 12.3  +10 48 20.  Sb-c     15.5  207.9 < 1.46       > 1.26 M
F14280+3126 NGC 5653      14 28 01.2  +31 26 11.  S... Pec 12.7   71.7   2.80  0.79   2.33 S
F14299+0818 NGC 5665      14 29 57.5  +08 18 05.  S[c] Pec 12.1   44.1   2.69  0.65   2.21 S
F14306+3631 NGC 5675      14 30 36.2  +36 31 22.  S...     14.0   84.4   0.80 -0.24 > 2.09 M
F14306+5808 NGC 5678      14 30 37.1  +58 08 35.  Sb       12.1   48.9   2.70  0.98   2.35 S
F14310+4940 NGC 5676      14 31 01.4  +49 40 37.  Sc       11.7   44.8   2.73  0.79   2.27 S
F14354+3024               14 35 28.62 +30 23 59.0 G        18.0        < 1.14  1.22 > 0.93 M
F14381-3901               14 38 06.42 -39 00 59.8 G?       18.5        < 0.81         0.17 M
F14390+5343 Mrk 477       14 39 02.56 +53 43 04.0 G+G      15.2  220.6   1.81         1.08 M
F14474+4233               14 47 27.95 +42 33 24.0 G        18.5  945.1   0.61  0.01   0.62 M
F14483+6328 IC 1065       14 48 17.3  +63 28 33.  SB0      15.0  249.7 <-0.29  0.87 > 0.86 M
F14501+0639               14 50 10.86 +06 39 52.0 G        19.0        < 0.34  0.63 > 0.98 M
F14514+0344 NGC 5775      14 51 26.8  +03 44 51.  Sc       12.5   30.0   2.77  1.16   2.56 S
F14547+2449 UGC 09618     14 54 48.6  +24 49 02.  Dbl Sys  14.3  206.6   2.45  0.66   3.03 S
F14565-1629 NGC 5793      14 56 37.1  -16 29 40.  Sb       14.3   75.6   1.19  0.62   3.03 M
F14592+1336                                       EF                   < 1.03       > 0.54 M
F15060+3434 Zw 193.016    15 06 05.42 +34 34 48.9 G+G      13.8  261.2   1.94  0.56   2.79 M
F15067+0913 Zw 077.021    15 06 42.86 +09 13 45.2 G        16.0  261.2   1.60 -0.12   0.94 M
F15107+0724 Zw 049.057    15 10 45.9  +07 24 46.  G        16.0   78.3   2.91  0.23   3.56 S
F15129+0432 MCG+01-39-011 15 12 55.13 +04 32 49.2 G        16.3  529.2   1.18       > 2.16 M
F15145+5630 NGC 5907      15 14 34.8  +56 30 33.  Sc       11.4   12.5   2.78  0.73   2.14 S
F15151+3404               15 15 09.45 +34 04 20.5 G        17.0        < 0.73  0.71 > 0.42 M
F15163+4255 I Zw 107                              G+G      14.9   42.9   2.69  0.62   2.14 S
F15243+4150 NGC 5929/30                           E-S0+Sa  13.0   51.8   2.44  0.72   1.98 S
F15284+3808               15 28 23.86 +38 08 43.7 G        18.0          0.24         0.89 M
F15295+2414 3C 321.0      15 29 32.81 +24 14 32.5 Pec      16.0  538.1  -0.03  0.80   1.24 M
F15322+1521 NGC 5953/4    15 32 13.2  +15 21 40.  S0+S[c]  13.3   42.6   2.73  0.75   2.28 S
F15327+2340 IC 4553/4     15 32 47.3  +23 40 06.  Pec Dbl  14.4  108.2   2.80  0.39   2.93 S
F15342+1646 NGC 5962      15 34 14.1  +16 46 23.  Sc       12.2   39.4   2.61  0.66   2.45 S
F15366+1711 NGC 5972      15 36 36.8  +17 11 13.  S0-a     14.8        < 0.34  0.52   0.92 M
F15437+0231 NGC 5990      15 43 44.8  +02 34 11.  Sa?      12.6   77.6   2.74  0.72   2.04 S
F15467-2914 NGC 6000      15 46 45.0  -29 14 06.  Sb       13.0   44.5   2.86  0.66   2.23 S
F15471+2158 UGC 10049     15 47 05.71 +21 58 15.1 Chain    15.1  212.1 < 1.02  0.85 > 0.97 M
F15599+0206 3C 327        15 59 55.67 +02 06 12.3 G        15.9  578.7 <-0.57  0.87   0.72 M
F16022+1753 NGC 6040      16 02 11.3  +17 52 40.  Dbl Sys  14.6  254.5   0.84  0.15 > 2.29 M
F16030+2040 NGC 6052      16 03 01.8  +20 40 40.  Dbl Sys  14.1   95.5   2.35  0.72   2.36 S
F16268+5152 Mrk 1498      16 26 48.5  +51 53 05.  G        17.0  315.3 < 1.14         0.10 M
F16301+1955 NGC 6181      16 30 09.4  +19 55 48.  Sc       12.7   48.8   2.66  0.75   2.21 S
F16314+3526 NGC 6185      16 31 27.5  +35 26 47.  ...      14.5  206.9   1.01       > 0.91 M
F16319+4725               16 31 57.11 +47 25 12.2 G        16.5  642.3   1.28         2.01 M
F16328+2055               16 32 49.77 +20 55 42.9 G        18.0          1.45         1.57 M
F16413+3954 3C 345        16 41 17.6  +39 54 11.  Q        16.0 2492.3 <-0.93 -0.05   0.82 M
F16431+0217 4C 02.42      16 43 11.15 +02 17 09.4 E        17.0        <-0.16  0.87 > 0.39 M
F16504+0228 NGC 6240      16 50 28.3  +02 28 53.  Pec      14.5  150.3   2.21  0.70   2.16 (S+M)
F16577+5900 NGC 6286      16 57 45.1  +59 00 43.  ...  Pec 14.2  111.3   2.55  1.05   3.13 S
F17179+5444               17 17 53.47 +54 44 48.9 G        18.0  797.8   1.17  0.76   2.18 M
F17299+0705 NGC 6384      17 29 59.0  +07 05 43.  Sb       12.7   34.7   2.31  0.10   2.84 S
F17326+3859 B3 1732+389   17 32 40.5  +38 59 47.  BL Lac   19.0 3463.3 <-0.04  0.27   0.76 M
F17345+1124               17 34 34.61 +11 24 25.4 G        18.0        < 1.64  0.83   1.04 M
F17406+1613 UGC 10950     17 40 35.9  +16 14 07.  Dbl Sys  15.1  132.5 < 0.56  0.59 > 1.73 M
F17468+1320 CGCG 083-025  17 46 48.12 +13 20 48.3 G        16.0  100.5   2.60  0.28   3.38 S
F17473+4401               17 47 21.73 +44 01 46.3 S?       17.0        < 0.65  0.77   1.19 M
F17490+2659               17 49 05.78 +26 59 45.8 G        15.1  787.0 < 1.18  0.95   0.78 M
F17537+1820 NGC 6500      17 53 47.3  +18 20 48.  Sa:      13.4   63.7   0.90  0.07   2.11 M
F18001+6636 NGC 6552      18 00 07.4  +66 36 54.  SB...    14.6  131.0   2.25         0.99 M
F18072+6948 UGC 11130     18 07 18.8  +69 49 00.  BL Lac   14.4  305.0 <-0.67 -0.02   0.46 M
F18095+1458 NGC 6574      18 09 34.7  +14 58 03.  S...     12.5   48.8   2.73  0.79   2.41 S
F18146+4238 UGC 11185     18 14 39.0  +42 38 31.  Dbl Sys  15.9        < 1.54  0.73   1.63 M
F18212+7432 NGC 6643      18 21 13.3  +74 32 43.  Sc       11.8   34.9   2.73  0.84   2.51 S
F19000+4040 NGC 6745      19 00 02.97 +40 40 15.2 Trp Sys  13.3   90.2   2.51  0.83   2.51 S
F19070+5051 NGC 6764      19 07 01.5  +50 51 03.  SBb      13.2   47.7   2.37  0.89   1.82 S
F19414+4510 UGC 11466     19 41 25.7  +45 10 45.  ...  Pec 13.5   14.8   2.62  0.73   2.63 S
F19497+0222 3C 403        19 49 44.1  +02 22 42.  S0       16.5  320.9 <-0.44  0.72   0.77 M
F20210+1121               20 21 02.8  +11 21 51.  G        15.8  324.7   2.24         1.01 M
F20338+5958 NGC 6946      20 33 48.8  +59 58 50.  Sc       10.5    6.7   2.68  0.88   2.13 S
F20366+6555 NGC 6951      20 36 37.7  +65 55 48.  Sb/SBc   12.3   34.2   2.88  0.86   2.58 S
F22006+4202 BL Lac        22 00 39.4  +42 02 09.  BL Lac   14.5  393.7 <-0.55  0.22   0.55 M
F22045+0959 NGC 7212      22 04 33.94 +09 59 20.0 S...     15.1  159.4   2.00  0.91   1.51 M
F22171+2908 NGC 7253      22 17 08.6  +29 08 48.  SB?+S?   14.4   98.6   2.56  0.74   2.54 S
F22175+2558               22 17 29.87 +25 58 23.1 G        17.0        <-0.02         0.33 M
F22347+3409 NGC 7331      22 34 47.7  +34 09 35.  Sb       10.4   22.3   2.69  0.82   2.43 S
F22559+0733               22 56 01.10 +07 33 35.3 G        17.5        < 1.51         1.14 M
F22575+1542 NGC 7448      22 57 34.9  +15 42 50.  Sc       12.0   49.7   2.67  0.75   2.62 S
F23007+0836 NGC 7469      23 00 44.4  +08 36 19.  SBa      13.0  102.3   2.71  0.70   1.78 S
F23024+1204 NGC 7479      23 02 26.8  +12 03 06.  SBb      11.7   52.6   2.72  0.83   1.56 S
F23121+0415 NGC 7541      23 12 10.3  +04 15 43.  Sc       12.7   57.7   2.82  0.97   2.67 S
F23140+0348 3C 459        23 14 02.4  +03 49 00.  N        18.7 1135.7  -0.23  0.89 > 1.35 M
F23179+1657 NGC 7625      23 18 00.6  +16 57 15.  ...      12.8   37.5   2.80  0.59   2.35 S
F23254+0830 NGC 7674      23 25 24.4  +08 30 06.  SBb      13.6  177.7   2.03  0.96   1.18 M
F23336+0152 NGC 7714      23 33 41.0  +01 52 42.  S...     13.1   58.5   2.64  0.48   1.50 S
F23389+0300 4C 03.60      23 38 56.97 +03 00 47.1 G        19.3          0.87  1.22 > 1.44 M
F23439+4007               23 44 01.55 +40 07 36.1 G        18.0        < 1.14       > 1.88 M
F23488+1949 NGC 7771      23 48 52.3  +19 50 08.  SBa      13.1   87.9   2.70  0.62   2.56 S
F23488+2018 Mrk 331       23 48 53.5  +20 18 27.  S?       14.9  108.5   2.90  0.75   2.18 S
F23532+2956 Zw 2353+29    23 53 11.46 +29 56 02.6 G        15.2  187.7 < 1.10  0.86   0.54 M
F23557+1654               23 55 45.70 +16 54 29.5 G        18.5          1.42       > 1.26 M
F23591+2312 UGC 12914/5   23 59 04.26 +23 12 20.6 S...     13.2   92.9   2.48  1.05   2.24 S
F23594+3622 CGCG 517-014  23 59 24.6  +36 22 14.  G        15.4  196.0   2.31  0.78   2.97 S
