F13536+0529 13 53 36.1 +05 29 58    0.169    0.191     1.693     5.150 13 53 36.4 +05 29 56   121
F13536+1836 13 53 39.7 +18 36 57    0.510    1.577     2.183     1.922 13 53 39.8 +18 36 57   110
F13564+3741 13 56 26.3 +37 41 30    0.580    1.440     9.070    21.510 13 56 25.0 +37 41 46    39
F13591+5934 13 59 07.7 +59 34 05    0.650    1.920    10.820    21.510 13 59 08.7 +59 34 12    29
F14003+2846 14 00 22.2 +28 46 33 <  0.084 <  0.080     0.268     0.618 14 00 21.3 +28 46 32    25
F14012+5434 14 01 17.0 +54 34 12    6.200   11.780    88.040   252.800                        169
F14047+2841 14 04 43.5 +28 41 42 <  0.122    0.400     0.729     0.938 14 04 45.6 +28 41 30  2421
F14105+3932 14 10 34.6 +39 32 31    0.152    0.246     1.985     4.846 14 10 34.2 +39 32 38    29
F14106-0258 14 10 38.3 -02 58 23    1.282    3.638     8.409     8.886 14 10 39.2 -02 58 26   175
F14111+0753 14 11 11.1 +07 53 34 <  0.100    0.235     1.308     2.342                         49
F14165+0642 14 16 34.7 +06 42 09 <  0.084 <  0.214     0.218 <   0.724 14 16 38.9 +06 42 19  1530
F14180+5437 14 18 05.5 +54 37 00 <  0.049    0.085     0.212 <   0.355 14 18 06.2 +54 36 58  1707
F14263+2737 14 26 18.3 +27 37 59    0.084 <  0.086     0.288     1.776 14 26 18.9 +27 37 54   151
F14271+1048 14 27 11.4 +10 48 29 <  0.084 <  0.102     0.308 <   1.260 14 27 12.4 +10 48 22    30
F14280+3126 14 28 00.4 +31 26 13    0.630    1.330    10.270    21.860 14 28 01.1 +31 26 14    26
F14299+0818 14 29 57.5 +08 18 01    0.470    0.890     6.180    11.670 14 29 58.1 +08 17 59    28
F14306+3631 14 30 37.0 +36 31 22    0.101 <  0.076     0.473     1.811 14 30 36.3 +36 31 18   162
F14306+5808 14 30 38.2 +58 08 24    0.950    1.220     9.520    25.860 14 30 37.6 +58 08 21    34
F14310+4940 14 31 00.9 +49 40 41    1.080    1.640    12.000    29.780 14 31 01.2 +49 40 39    38
F14354+3024 14 35 27.5 +30 24 05 <  0.055 <  0.105     0.236 <   0.300 14 35 28.7 +30 23 58    33
F14381-3901 14 38 07.0 -39 01 03    0.108    0.310     0.360 <   3.055 14 38 06.5 -39 01 03   207
F14390+5343 14 39 03.6 +53 43 01    0.126    0.509     1.313     1.852 14 39 02.6 +53 43 04    27
F14474+4233 14 47 28.9 +42 33 21    0.114    0.234     0.404     0.524 14 47 27.9 +42 33 25   121
F14483+6328 14 48 18.1 +63 28 31 <  0.061 <  0.096     0.204 <   0.881 14 48 17.3 +63 28 36  1065
F14501+0639 14 50 11.4 +06 39 44 <  0.049 <  0.124     0.292 <   0.354 14 50 10.8 +06 39 52   224
F14514+0344 14 51 27.1 +03 44 43    1.740    2.480    23.410    51.350 14 51 26.7 +03 44 53    64
F14547+2449 14 54 47.7 +24 49 03    0.360    0.470     6.680    14.540 14 54 48.3 +24 49 05    38
F14565-1629 14 56 35.8 -16 29 33    0.160    0.450     6.360     8.650 14 56 37.1 -16 29 46   540
F14592+1336 14 59 18.0 +13 36 37 <  0.081 <  0.140     0.224 <   0.581 14 59 15.9 +13 36 37    36
F15060+3434 15 06 06.4 +34 34 49    0.151    0.223     2.560     5.027 15 06 05.3 +34 34 49    35
F15067+0913 15 06 42.1 +09 13 52 <  0.086    0.293     0.668     0.869 15 06 42.9 +09 13 44    34
F15107+0724 15 10 45.2 +07 24 43 <  0.080    0.930    21.060    29.880 15 10 45.7 +07 24 43    34
F15129+0432 15 12 57.1 +04 32 48 <  0.085 <  0.117     0.775     1.076 15 12 55.2 +04 32 49    69
F15145+5630 15 14 35.4 +56 30 50    1.220    1.350     8.780    45.760 15 14 34.7 +56 30 52    38
F15151+3404 15 15 09.5 +34 04 20 <  0.063 <  0.105     0.151 <   0.582 15 15 09.5 +34 04 21    61
F15163+4255 15 16 19.9 +42 55 34    0.220    1.400     9.150    10.040 15 16 19.5 +42 55 36    27
F15243+4150 15 24 20.4 +41 51 00    0.430    1.620     9.140    13.690                         33
F15284+3808 15 28 27.1 +38 08 37 <  0.082 <  0.068     0.148     0.432 15 28 23.9 +38 08 43   157
F15295+2414 15 29 33.4 +24 14 29 <  0.120    0.333     0.985     0.950                       1247
F15322+1521 15 32 13.7 +15 21 41    0.810    1.570    11.550    19.500 15 32 13.2 +15 21 35    31
F15327+2340 15 32 46.8 +23 40 07    0.640    7.920   103.300   114.000 15 32 46.9 +23 40 08   204
F15342+1646 15 34 13.9 +16 46 17    0.720    1.050     8.990    20.790 15 34 14.1 +16 46 18    36
F15366+1711 15 36 39.3 +17 11 10 <  0.116    0.110     0.247 <   0.761 15 36 36.9 +17 11 22   216
F15437+0231 15 43 44.6 +02 34 12    0.570    1.540     9.200    15.460 15 43 45.1 +02 34 12    26
F15467-2914 15 46 44.1 -29 14 06    1.245    5.059    35.510    52.610 15 46 44.3 -29 14 10    67
F15471+2158 15 47 07.6 +21 58 37 <  0.058 <  0.082     0.192 <   0.872 15 47 05.7 +21 58 15    44
F15599+0206 15 59 54.7 +02 06 17    0.092    0.319     0.599 <   0.712                       2800
F16022+1753 16 02 12.5 +17 53 03 <  0.106 <  0.089     0.661     1.215 16 02 11.5 +17 52 40   143
F16030+2040 16 03 00.5 +20 40 38    0.260    0.820     6.460    10.180 16 03 01.2 +20 40 39    40
F16268+5152 16 26 49.7 +51 52 59    0.103    0.312     0.340 <   0.613 16 26 48.4 +51 53 05    36
F16301+1955 16 30 10.3 +19 55 47    0.650    1.350     9.350    21.000 16 30 09.7 +19 55 48    56
F16314+3526 16 31 28.0 +35 26 43 <  0.056 <  0.077     0.171     0.560 16 31 28.1 +35 26 46    26
F16319+4725 16 31 56.6 +47 25 16 <  0.054    0.102     0.595     1.123 16 31 57.1 +47 25 12    47
F16328+2055 16 32 49.3 +20 55 41 <  0.085    0.141     0.559     1.172 16 32 49.7 +20 55 43    31
F16413+3954 16 41 18.7 +39 54 10    0.107    0.292     0.600 <   1.384 16 41 17.6 +39 54 11  8363
F16431+0217 16 43 09.5 +02 17 17 <  0.131 <  0.176     0.248 <   0.701 16 43 11.1 +02 17 09   654
F16504+0228 16 50 27.5 +02 28 57    0.558    3.417    22.680    27.780 16 50 27.7 +02 28 58   179
F16577+5900 16 57 44.1 +59 00 46    0.500    0.640     9.870    22.010 16 57 45.0 +59 00 42    45
F17179+5444 17 17 54.2 +54 44 51 <  0.076    0.202     1.362     1.915 17 17 53.5 +54 44 49   129
F17299+0705 17 29 58.7 +07 05 41    0.188    0.191     2.287    13.070 17 29 59.0 +07 05 32    31
F17326+3859 17 32 40.2 +38 59 46    0.096    0.169     0.328 <   0.670 17 32 40.5 +38 59 47   561
F17345+1124 17 34 35.7 +11 24 28 <  0.081    0.195     0.484 <   3.308 17 34 34.6 +11 24 26    35
F17406+1613 17 40 36.7 +16 13 38 <  0.088 <  0.120     0.546 <   2.247 17 40 36.3 +16 14 10   335
F17468+1320 17 46 48.6 +13 20 49 <  0.097    0.350     6.733     9.764 17 46 48.2 +13 20 48    25
F17473+4401 17 47 20.6 +44 01 44 <  0.069    0.113     0.320 <   0.761 17 47 21.7 +44 01 45   107
F17490+2659 17 49 05.4 +26 59 47    0.148    0.236     0.466 <   1.374 17 49 05.8 +26 59 46    58
F17537+1820 17 53 46.7 +18 20 48    0.101    0.101     0.642     2.548 17 53 48.1 +18 20 40   176
F18001+6636 18 00 07.9 +66 36 53    0.191    1.029     2.453     2.693 18 00 07.9 +66 36 54    30
F18072+6948 18 07 17.3 +69 48 57    0.103    0.181     0.270 <   0.702 18 07 18.4 +69 48 57  2189
F18095+1458 18 09 35.1 +14 58 06    0.805    1.609    13.220    27.960 18 09 35.3 +14 58 07    30
F18146+4238 18 14 38.6 +42 38 25 <  0.075    0.119     0.495 <   1.608 18 14 39.2 +42 38 30    25
F18212+7432 18 21 14.4 +74 32 39    0.806    1.040     9.375    30.690 18 21 12.9 +74 32 40    34
F19000+4040 19 00 03.2 +40 40 23    0.237    0.728     6.528    12.230 19 00 03.6 +40 40 29    26
F19070+5051 19 07 00.8 +50 51 08    0.361    1.290     6.328    11.560 19 07 01.3 +50 51 07    36
F19414+4510 19 41 25.6 +45 10 42    0.371    0.849     8.463    15.680 19 41 25.8 +45 10 43    40
F19497+0222 19 49 44.8 +02 22 36    0.117    0.231     0.452 <   1.390                       2370
F20210+1121 20 21 02.5 +11 21 52    0.295    1.398     3.385     2.682 21 21 02.6 +11 21 52    28
F20338+5958 20 33 49.5 +59 58 47   12.130   21.180   136.700   344.400 20 33 49.1 +59 58 50   493
F20366+6555 20 36 36.4 +65 55 46    0.617    1.374    13.200    37.470 20 36 36.7 +65 55 48    32
F22006+4202 22 00 38.8 +42 02 06    0.139    0.250     0.403 <   1.969 22 00 39.4 +42 02 09  3593
F22045+0959 22 04 34.0 +09 59 23    0.295    0.769     2.885     4.895 22 04 33.9 +09 59 22    46
F22171+2908 22 17 10.3 +29 08 38    0.263    0.634     5.855    12.830 22 17 10.0 +29 08 40    26
F22175+2558 22 17 30.8 +25 58 29 <  0.144    0.267     0.355 <   1.375 22 17 30.0 +25 58 22   799
F22347+3409 22 34 47.2 +34 09 21    3.360    4.200    35.290   115.100 22 34 46.5 +34 09 18   142
F22559+0733 22 55 59.8 +07 33 31 <  0.121    0.224     0.607 <   1.136 22 56 01.2 +07 33 36    28
F22575+1542 22 57 33.9 +15 42 40    0.500    0.840     8.320    17.080 22 57 34.7 +15 42 50    26
F23007+0836 23 00 44.3 +08 36 15    1.600    5.840    27.680    34.910 23 00 44.4 +08 36 16    61
F23024+1204 23 02 27.4 +12 03 17    1.400    3.920    15.350    24.600 23 02 26.2 +12 03 07    41
F23121+0415 23 12 10.6 +04 15 38    1.490    1.990    20.590    40.630 23 12 11.3 +04 15 40    48
F23140+0348 23 14 00.8 +03 48 51 <  0.072 <  0.185     0.601     0.789 23 14 02.3 +03 48 55  1348
F23179+1657 23 17 59.9 +16 57 08    0.590    1.100     8.570    17.190 23 17 59.9 +16 57 07    30
F23254+0830 23 25 24.6 +08 30 14    0.680    1.880     5.280     7.910 23 25 24.4 +08 30 13    67
F23336+0152 23 33 40.7 +01 52 41    0.470    2.820    10.520    11.660 23 33 40.6 +01 52 42    30
F23389+0300 23 38 57.7 +03 00 52 <  0.083 <  0.349     1.233     1.172 23 38 56.9 +03 00 48   196
F23439+4007 23 43 58.7 +40 07 14 <  0.082 <  0.062     0.321 <   1.235 23 44 01.5 +40 07 36    52
F23488+1949 23 48 52.0 +19 49 58    0.870    2.180    20.460    37.420 23 48 52.2 +19 50 01    60
F23488+2018 23 48 53.4 +20 18 27    0.510    2.560    17.320    20.860 23 48 54.0 +20 18 29    28
F23532+2956 23 53 12.4 +29 56 11 <  0.152    0.403     0.646 <   1.209 23 53 11.4 +29 56 03    81
F23557+1654 23 55 45.2 +16 54 18 <  0.123 <  0.173     0.521     0.909                         29
F23591+2312 23 59 06.9 +23 12 55    0.430    0.880     6.270    13.400                         33
F23594+3622 23 59 24.1 +36 22 12 <  0.102    0.333     4.476     5.365 23 59 24.5 +36 22 15    29
